assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_020736485.1,PRJNA412908,SAMN22513565,na,na,2886895,2242,Halobacterium salinarum NRC-34001,strain=NRC-34001,na,latest,Complete Genome,Major,Full,03/11/2021,ASM2073648v1,University of Maryland,GCF_020736485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/485/GCA_020736485.1_ASM2073648v1,na,assembly from synonym type material,na,haploid,archaea,2291038,2291038,66.5,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/28/21,2428,2341,52,na,37,27.04,0.03704,0.09507,0.02575,0.01077,0.06403,0.06831,0.08541,0.12905,0.02184,0.08993,0.00704,0.02678,0.08363,0.02205,0.01695,0.01702,0.03142,0.04622,0.05288,0.0688,0,0,0,0,0,0,0
GCA_000022205.1,PRJNA412908,SAMN02598407,na,representative genome,416348,2247,Halorubrum lacusprofundi ATCC 49239,strain=ATCC 49239,na,latest,Complete Genome,Major,Full,04/02/2009,ASM2220v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000022205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/205/GCA_000022205.1_ASM2220v1,na,assembly from type material,na,haploid,archaea,3692576,3692576,63.5,3,3,3,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),03/01/2021,3726,3560,61,29189043;23536799;31463573;23320757;29109294;27617060,30,46.04,0.04227,0.08788,0.02699,0.01123,0.06675,0.08481,0.08673,0.11035,0.0246,0.08827,0.00716,0.02364,0.08545,0.01975,0.02,0.01664,0.03274,0.04647,0.05532,0.06295,0,0,0,0,0,0,0
GCA_000306765.2,PRJNA43185,SAMN02603397,na,na,523841,2252,Haloferax mediterranei ATCC 33500,strain=CGMCC 1.2087,na,latest,Complete Genome,Major,Full,27/05/2014,ASM30676v2,"Institute of Microbiology, Chinese Academy of Sciences",GCF_000306765.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/765/GCA_000306765.2_ASM30676v2,na,assembly from type material,na,haploid,archaea,3904707,3904707,60,4,4,4,"Institute of Microbiology, Chinese Academy of Sciences","Annotation submitted by Institute of Microbiology, Chinese Academy of Sciences",07/26/16,3934,3828,64,22843593;22247127,36,44.31,0.04383,0.09011,0.02689,0.01119,0.06173,0.08272,0.08835,0.10003,0.02677,0.08231,0.00707,0.02587,0.08283,0.02066,0.02268,0.01812,0.0353,0.04553,0.06124,0.06678,0,0,0,0,0,0,0
GCA_005406325.1,PRJNA412908,SAMN11356524,na,representative genome,523841,2252,Haloferax mediterranei ATCC 33500,strain=ATCC 33500,na,latest,Complete Genome,Major,Full,16/05/2019,ASM540632v1,University of Maryland,GCF_005406325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/406/325/GCA_005406325.1_ASM540632v1,na,assembly from type material,na,haploid,archaea,3907473,3907473,60,4,4,4,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,04/10/2019,3895,3741,63,31270201,36,45.03,0.04422,0.09043,0.02704,0.01127,0.06135,0.08221,0.08907,0.1003,0.02679,0.08172,0.00679,0.02592,0.08305,0.02046,0.02278,0.01806,0.03541,0.04534,0.06101,0.06679,0,0,0,0,0,0,0
GCA_021233435.1,PRJNA787377,SAMN23798384,na,representative genome,223182,223182,Halobacterium noricense,strain=JCM 15102,na,latest,Complete Genome,Major,Full,20/12/2021,ASM2123343v1,Jiangsu University,GCF_021233435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/233/435/GCA_021233435.1_ASM2123343v1,na,assembly from type material,na,haploid,archaea,3316796,3316796,64.5,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/13/21,3540,3397,54,na,37,45.56,0.03621,0.09449,0.02819,0.01138,0.06256,0.08561,0.0877,0.11194,0.0253,0.08653,0.007,0.02708,0.08193,0.02123,0.01964,0.01684,0.03325,0.04495,0.0549,0.06326,0,0,0,0,0,0,0
GCA_000026045.1,PRJNA15742,SAMEA3138222,na,representative genome,348780,2257,Natronomonas pharaonis DSM 2160,strain=Gabara,na,latest,Complete Genome,Major,Full,28/09/2005,ASM2604v1,Max Planck Institute,GCF_000026045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/045/GCA_000026045.1_ASM2604v1,na,assembly from type material,na,haploid,archaea,2749696,2749696,63,3,3,3,Max Planck Institute,Annotation submitted by Max Planck Institute,02/01/2017,3028,2802,51,16169924,37,47.1,0.04201,0.08882,0.02638,0.01056,0.06379,0.08851,0.08772,0.11403,0.02209,0.0875,0.00773,0.02595,0.08409,0.01968,0.01893,0.01735,0.03255,0.04604,0.05257,0.0637,0,0,0,0,0,0,0
GCA_000025685.1,PRJNA12524,SAMN02604027,na,representative genome,309800,2246,Haloferax volcanii DS2,strain=DS2,na,latest,Complete Genome,Major,Full,23/03/2010,ASM2568v1,TIGR,GCF_000025685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/685/GCA_000025685.1_ASM2568v1,na,assembly from type material,na,haploid,archaea,4012900,4012900,65,5,5,5,TIGR,Annotation submitted by TIGR,06/04/2021,4157,3927,62,20333302,35,45.47,0.03856,0.09215,0.02698,0.01126,0.06626,0.08,0.09086,0.11066,0.02386,0.08461,0.00704,0.02391,0.08515,0.01972,0.02012,0.01791,0.03492,0.04583,0.05827,0.06194,0,0,0,0,0,0,0
GCA_022870485.1,PRJNA822675,SAMN27257334,na,representative genome,179637,179637,Halococcus dombrowskii,strain=H4,na,latest,Complete Genome,Major,Full,11/04/2022,ASM2287048v1,MacLea Lab & Binomica Labs collaboration,GCF_022870485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/870/485/GCA_022870485.1_ASM2287048v1,na,assembly from type material,na,haploid,archaea,3965466,3965466,62,6,6,6,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),04/05/2022,4029,3841,66,na,37,46.18,0.04515,0.08224,0.02724,0.0116,0.06506,0.08572,0.08979,0.10608,0.02591,0.08147,0.00773,0.02667,0.08294,0.0212,0.02029,0.01773,0.03341,0.04547,0.05771,0.06658,0,0,0,0,0,0,0
GCA_000025325.1,PRJNA30411,SAMN02598471,na,representative genome,543526,62320,Haloterrigena turkmenica DSM 5511,strain=DSM 5511,na,latest,Complete Genome,Major,Full,19/01/2010,ASM2532v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000025325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/325/GCA_000025325.1_ASM2532v1,na,assembly from type material,na,haploid,archaea,5440782,5440782,64,7,7,7,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/25/16,5351,5113,64,21304683,37,53.7,0.04374,0.08558,0.02739,0.01167,0.06566,0.09243,0.08837,0.10565,0.02384,0.08632,0.0077,0.02428,0.08321,0.01984,0.01713,0.01753,0.03231,0.04654,0.05616,0.06465,0,0,0,0,0,0,0
GCA_010692905.1,PRJNA605089,SAMN14048689,na,representative genome,114529,114529,Haloferax alexandrinus,strain=wsp1,na,latest,Complete Genome,Major,Full,18/02/2020,ASM1069290v1,CSIR-Institue of Microbial Technology,GCF_010692905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/905/GCA_010692905.1_ASM1069290v1,na,na,na,haploid,archaea,3706983,3706983,66,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/11/2020,3702,3588,60,na,37,44.88,0.03785,0.0937,0.02632,0.01108,0.06591,0.08027,0.09029,0.11263,0.02337,0.08574,0.00673,0.02324,0.08592,0.01934,0.01945,0.01776,0.03475,0.04602,0.0577,0.06192,0,0,0,0,0,0,0
GCA_029232225.1,PRJNA865582,SAMN30631033,na,na,114529,114529,Haloferax alexandrinus,strain=BNX82,na,latest,Complete Genome,Major,Full,17/03/2023,ASM2923222v1,Consiglio nazionale delle ricerche,GCF_029232225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/232/225/GCA_029232225.1_ASM2923222v1,na,na,na,haploid,archaea,3920955,3920955,65.5,5,5,5,Consiglio nazionale delle ricerche,Annotation submitted by Consiglio nazionale delle ricerche,03/17/23,3043,2981,62,na,37,44.09,0.0372,0.09492,0.02535,0.01074,0.06646,0.07993,0.08998,0.11531,0.02278,0.08615,0.0067,0.02255,0.08704,0.01903,0.01923,0.01811,0.0343,0.0459,0.0571,0.06122,0,0,0,0,0,0,0
GCA_001190965.1,PRJNA285662,SAMN03755233,na,representative genome,35746,35746,Haloferax gibbonsii,strain=ARA6,na,latest,Complete Genome,Major,Full,03/08/2015,ASM119096v1,Universidade do Estado do Rio de Janeiro,GCF_001190965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/965/GCA_001190965.1_ASM119096v1,na,na,na,haploid,archaea,3918454,3918454,66,5,5,5,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,06/29/15,3797,3704,62,na,37,44.9,0.03774,0.0949,0.0263,0.01116,0.06529,0.08002,0.09004,0.1124,0.02374,0.08465,0.00648,0.02244,0.08707,0.01903,0.01896,0.01755,0.03502,0.04625,0.05827,0.0627,0,0,0,0,0,0,0
GCA_014969745.1,PRJNA656928,SAMN15808703,na,na,35746,35746,Haloferax gibbonsii,strain=LR2-5,na,latest,Complete Genome,Major,Full,27/10/2020,ASM1496974v1,Max-Planck-Institute of Biochemistry,GCF_014969745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/969/745/GCA_014969745.1_ASM1496974v1,na,na,na,haploid,archaea,3996244,3996244,65.5,4,4,4,Max-Planck-Institute of Biochemistry,Annotation submitted by Max-Planck-Institute of Biochemistry,03/29/21,4140,3988,65,33664716,37,44.58,0.03804,0.09416,0.02649,0.01122,0.06567,0.07962,0.0899,0.11108,0.02405,0.08399,0.0068,0.02305,0.08622,0.0193,0.01955,0.01751,0.03479,0.04632,0.05884,0.06341,0,0,0,0,0,0,0
GCA_024730625.1,PRJNA742554,SAMN19967896,na,representative genome,302484,302484,Haloferax larsenii,strain=NCIM 5678,na,latest,Complete Genome,Major,Full,22/08/2022,ASM2473062v1,Indian Institute of Technology Delhi,GCF_024730625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/730/625/GCA_024730625.1_ASM2473062v1,na,na,na,haploid,archaea,3720723,3720723,62,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),07/06/2021,3766,3668,63,na,37,44.04,0.04169,0.09304,0.02691,0.01123,0.06138,0.08074,0.08953,0.10388,0.0252,0.08391,0.00652,0.02541,0.08331,0.02051,0.0215,0.01804,0.03518,0.04555,0.06075,0.06573,0,0,0,0,0,0,0
GCA_029225785.1,PRJNA865582,SAMN30630946,na,representative genome,2254,2254,Haloferax lucentense,strain=SVX82,na,latest,Complete Genome,Major,Full,16/03/2023,ASM2922578v1,Consiglio nazionale delle ricerche,GCF_029225785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/225/785/GCA_029225785.1_ASM2922578v1,na,na,na,haploid,archaea,3784795,3784795,65.5,4,4,4,Consiglio nazionale delle ricerche,Annotation submitted by Consiglio nazionale delle ricerche,03/16/23,3859,3798,61,na,37,44.9,0.03805,0.0938,0.02634,0.01102,0.06605,0.07949,0.0907,0.1119,0.0234,0.08459,0.00701,0.02335,0.08618,0.01927,0.0194,0.01767,0.03491,0.046,0.05832,0.06257,0,0,0,0,0,0,0
GCA_010692885.1,PRJNA605299,SAMN14053718,na,na,60847,60847,Halogeometricum borinquense,strain=wsp4,na,latest,Complete Genome,Major,Full,18/02/2020,ASM1069288v1,CSIR-Institue of Microbial Technology,GCF_010692885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/885/GCA_010692885.1_ASM1069288v1,na,na,na,haploid,archaea,3994321,3994321,59.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/11/2020,4007,3809,57,na,37,44.1,0.04312,0.08942,0.02745,0.01122,0.06277,0.08366,0.08693,0.10164,0.02736,0.08185,0.00687,0.02672,0.08178,0.02004,0.02286,0.01818,0.03477,0.0447,0.06136,0.0673,0,0,0,0,0,0,0
GCA_011765365.1,PRJNA590870,SAMN13341696,na,na,60847,60847,Halogeometricum borinquense,strain=wsp3,na,latest,Complete Genome,Major,Full,29/03/2020,ASM1176536v1,CSIR-Institue of Microbial Technology,GCF_011765365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/765/365/GCA_011765365.1_ASM1176536v1,genome length too small,na,na,haploid,archaea,2818554,2818554,61,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/23/20,2942,2764,61,na,37,46.33,0.04117,0.09097,0.02679,0.011,0.06481,0.08496,0.08727,0.10499,0.0258,0.08313,0.00688,0.02528,0.08205,0.01998,0.02215,0.01837,0.03463,0.04496,0.05936,0.06544,0,0,0,0,0,0,0
GCA_000172995.2,PRJNA20743,SAMN00002580,na,representative genome,469382,60847,Halogeometricum borinquense DSM 11551,strain=PR 3,na,latest,Complete Genome,Major,Full,22/11/2010,ASM17299v2,US DOE Joint Genome Institute (JGI-PGF),GCF_000172995.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/995/GCA_000172995.2_ASM17299v2,na,assembly from type material,na,haploid,archaea,3944467,3944467,59.5,6,6,6,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),07/17/15,3993,3898,57,21304651,37,43.9,0.04267,0.08928,0.02727,0.0113,0.06325,0.08341,0.08719,0.10202,0.02715,0.08153,0.007,0.02677,0.08141,0.02027,0.02257,0.01811,0.03476,0.0449,0.06168,0.06746,0,0,0,0,0,0,0
GCA_002788215.1,PRJNA53493,SAMN00117514,na,representative genome,1073996,1073996,Halohasta litchfieldiae,strain=tADL,na,latest,Complete Genome,Major,Full,20/11/2017,ASM278821v1,JGI-PSF,GCF_002788215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/788/215/GCA_002788215.1_ASM278821v1,na,assembly from type material,na,haploid,archaea,3332022,3332022,58.5,1,1,1,JGI-PSF,Annotation submitted by JGI-PSF,05/18/18,3520,3343,55,na,28,44.25,0.04998,0.08357,0.02709,0.01096,0.05944,0.08422,0.0895,0.09758,0.02679,0.08247,0.00769,0.03142,0.07938,0.02023,0.02264,0.01768,0.0331,0.04479,0.06235,0.06913,0,0,0,0,0,0,0
GCA_000217715.1,PRJNA56049,SAMN02232028,na,representative genome,797210,387343,Halopiger xanaduensis SH-6,strain=SH-6,na,latest,Complete Genome,Major,Full,09/06/2011,ASM21771v1,US DOE Joint Genome Institute,GCF_000217715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/715/GCA_000217715.1_ASM21771v1,na,assembly from type material,na,haploid,archaea,4355268,4355268,65,4,4,4,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,07/25/16,4370,4221,60,22675596,37,53.93,0.04282,0.08517,0.02765,0.01153,0.06545,0.09437,0.0881,0.10763,0.02384,0.08802,0.00731,0.02506,0.08299,0.01924,0.01717,0.01706,0.03217,0.04664,0.05523,0.06255,0,0,0,0,0,0,0
GCA_000009185.1,PRJNA17185,SAMEA3138195,na,representative genome,362976,293091,Haloquadratum walsbyi DSM 16790,strain=DSM 16790 = HBSQ001,na,latest,Complete Genome,Major,Full,22/06/2006,ASM918v1,Max Planck Institute,GCF_000009185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/185/GCA_000009185.1_ASM918v1,na,na,na,haploid,archaea,3179361,3179361,47.5,2,2,2,Max Planck Institute,Annotation submitted by Max Planck Institute,04/19/17,3487,2560,56,16820047,37,31.81,0.06198,0.07802,0.02736,0.01006,0.0577,0.07451,0.08184,0.09397,0.03443,0.0782,0.00755,0.03429,0.07494,0.02091,0.02336,0.01811,0.03201,0.04358,0.0682,0.07898,0,0,0,0,0,0,0
GCA_000237865.1,PRJEA49335,SAMEA2272799,na,na,768065,293091,Haloquadratum walsbyi C23,strain=DSM 16854 = C23,na,latest,Complete Genome,Major,Full,31/05/2011,ASM23786v1,Max-Planck-Institute of Biochemistry,GCF_000237865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/865/GCA_000237865.1_ASM23786v1,na,assembly from type material,na,haploid,archaea,3260476,3260476,47.5,4,4,4,Max-Planck-Institute of Biochemistry,Annotation submitted by Max-Planck-Institute of Biochemistry,02/08/2017,3592,2650,56,21701686,37,33.94,0.0619,0.07755,0.02781,0.01007,0.05792,0.07607,0.08244,0.09316,0.0342,0.07872,0.00761,0.03461,0.07387,0.02104,0.02423,0.0181,0.03194,0.04306,0.0681,0.07761,0,0,0,0,0,0,0
GCA_000470655.1,PRJEB1233,SAMEA2271992,na,representative genome,1033806,430914,Halorhabdus tiamatea SARL4B,strain=type strain: SARL4B,na,latest,Complete Genome,Major,Full,01/08/2013,HATI1,MPI BREMEN,GCF_000470655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1,na,assembly from type material,na,haploid,archaea,3146160,3146160,62.5,2,2,2,MPI BREMEN,Annotation submitted by MPI BREMEN,07/26/16,3073,3023,49,24428220,45,51.81,0.04388,0.08681,0.0276,0.01194,0.06485,0.08972,0.08802,0.10473,0.02405,0.08703,0.00648,0.02746,0.08164,0.02059,0.01878,0.0173,0.03263,0.04579,0.05505,0.06564,0,0,0,0,0,0,0
GCA_000023945.1,PRJNA29305,SAMN00002611,na,representative genome,519442,146826,Halorhabdus utahensis DSM 12940,strain=DSM 12940,na,latest,Complete Genome,Major,Full,27/08/2009,ASM2394v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1,na,assembly from type material,na,haploid,archaea,3116795,3116795,62.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),12/24/13,3077,2998,50,21304660,37,48.33,0.04569,0.0878,0.0266,0.01178,0.06316,0.08559,0.08847,0.10517,0.02392,0.08502,0.00619,0.02704,0.0849,0.01975,0.0179,0.01752,0.03288,0.04647,0.05675,0.06738,0,0,0,0,0,0,0
GCA_004126515.1,PRJNA513349,SAMN10709458,na,representative genome,337243,337243,Halorubrum ezzemoulense,strain=Fb21,na,latest,Complete Genome,Major,Full,01/02/2019,ASM412651v1,University of Connecticut,GCF_004126515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/126/515/GCA_004126515.1_ASM412651v1,na,na,na,haploid,archaea,3726301,3726301,66,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,01/09/2019,3739,3443,78,na,37,44.41,0.03755,0.09095,0.02572,0.01086,0.0698,0.08365,0.0864,0.11905,0.02222,0.08883,0.0068,0.02201,0.08843,0.01861,0.01777,0.01565,0.03204,0.04801,0.05366,0.06199,0,0,0,0,0,0,0
GCA_000517625.1,PRJNA71415,SAMN00117518,na,representative genome,797299,353800,Halostagnicola larsenii XH-48,strain=XH-48,na,latest,Complete Genome,Major,Full,13/01/2014,ASM51762v1,JGI,GCF_000517625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/625/GCA_000517625.1_ASM51762v1,na,assembly from type material,na,haploid,archaea,4131176,4131176,60.5,5,5,5,JGI,Annotation submitted by JGI,01/10/2014,4246,4171,56,na,37,51.81,0.04849,0.08441,0.02753,0.01132,0.06142,0.0923,0.08735,0.09912,0.02571,0.08286,0.00745,0.02638,0.08308,0.02001,0.01885,0.01846,0.03373,0.04527,0.0606,0.06564,0,0,0,0,0,0,0
GCA_004799625.1,PRJNA482292,SAMN09702595,na,na,121872,121872,Natrinema thermotolerans,strain=A29,na,latest,Complete Genome,Major,Full,18/04/2019,ASM479962v1,Wuhan University,GCF_004799625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/799/625/GCA_004799625.1_ASM479962v1,contaminated; not used as type,na,na,haploid,archaea,4904985,4904985,64.5,7,7,7,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/27/18,5017,4744,74,30975999,37,51.95,0.04267,0.08656,0.02744,0.01153,0.06641,0.08933,0.08904,0.11032,0.02254,0.08744,0.00756,0.02365,0.08429,0.01931,0.01759,0.01681,0.03164,0.04682,0.05432,0.06474,0,0,0,0,0,0,0
GCA_000328525.1,PRJNA59897,SAMN02232030,na,representative genome,797302,387341,Halovivax ruber XH-70,strain=XH-70,na,latest,Complete Genome,Major,Full,27/12/2012,ASM32852v1,DOE Joint Genome Institute,GCF_000328525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/525/GCA_000328525.1_ASM32852v1,na,assembly from type material,na,haploid,archaea,3223876,3223876,64,1,1,1,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,07/17/13,3187,3099,52,na,37,42.62,0.04274,0.08912,0.02602,0.01118,0.06445,0.0823,0.0872,0.11092,0.02131,0.08821,0.00747,0.02438,0.08523,0.02046,0.01567,0.01682,0.03153,0.04808,0.05858,0.06833,0,0,0,0,0,0,0
GCA_000015145.1,PRJNA208,SAMN02604082,na,representative genome,415426,54248,Hyperthermus butylicus DSM 5456,strain=DSM 5456,na,latest,Complete Genome,Major,Full,22/01/2007,ASM1514v1,Univ. Copenhagen,GCF_000015145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/145/GCA_000015145.1_ASM1514v1,na,assembly from type material,na,haploid,archaea,1667163,1667163,53.5,1,1,1,Univ. Copenhagen,Annotation submitted by Univ. Copenhagen,06/01/2018,1672,1602,52,17350933,99,106.92,0.06172,0.09215,0.03907,0.0124,0.07811,0.07681,0.11138,0.10061,0.02166,0.04188,0.00922,0.01999,0.07621,0.01789,0.04507,0.02108,0.02712,0.05062,0.05302,0.044,0,0,0,0,0,0,0
GCA_000017945.1,PRJNA13914,SAMN02598324,na,representative genome,453591,160233,Ignicoccus hospitalis KIN4/I,strain=KIN4/I,na,latest,Complete Genome,Major,Full,29/08/2007,ASM1794v1,US DOE Joint Genome Institute,GCF_000017945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/945/GCA_000017945.1_ASM1794v1,na,assembly from type material,na,haploid,archaea,1297538,1297538,56.5,1,1,1,US DOE Joint Genome Institute,Annotation submitted by US DOE Joint Genome Institute,01/28/14,1492,1434,48,19000309,90,88.33,0.0492,0.09783,0.03604,0.01357,0.05824,0.08699,0.10992,0.08589,0.02607,0.04428,0.01032,0.01535,0.07367,0.01455,0.07382,0.02191,0.0355,0.05031,0.05438,0.04216,0,0,0,0,0,0,0
GCA_001481685.1,PRJNA61347,SAMN04316368,na,representative genome,940295,54259,Ignicoccus islandicus DSM 13165,strain=DSM 13165,na,latest,Complete Genome,Major,Full,23/12/2015,ASM148168v1,Oak Ridge National Laboratory,GCF_001481685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/481/685/GCA_001481685.1_ASM148168v1,na,assembly from type material,na,haploid,archaea,1394664,1394664,44.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,11/05/2013,1578,1511,52,na,90,91.31,0.0719,0.08762,0.03857,0.01302,0.05417,0.0818,0.10789,0.06879,0.03517,0.04557,0.01027,0.01752,0.06775,0.0146,0.07539,0.02258,0.03571,0.04558,0.0616,0.04451,0,0,0,0,0,0,0
GCA_025340205.1,PRJNA61345,SAMN04316367,na,na,940294,114376,Ignicoccus pacificus DSM 13166,strain=DSM 13166,na,latest,Complete Genome,Major,Full,21/09/2022,ASM2534020v1,Oak Ridge National Laboratory,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/340/205/GCA_025340205.1_ASM2534020v1,na,assembly from type material,na,haploid,archaea,1685057,1685057,48,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,11/05/2013,1943,1862,51,na,90,86.28,0.06871,0.08512,0.03872,0.01356,0.05409,0.08086,0.10854,0.07324,0.03142,0.04451,0.0107,0.01744,0.06885,0.01504,0.07738,0.02578,0.03664,0.04658,0.0571,0.04573,0,0,0,0,0,0,0
GCA_000145985.1,PRJNA33361,SAMN00016987,na,na,583356,334771,Ignisphaera aggregans DSM 17230,strain=DSM 17230,na,latest,Complete Genome,Major,Full,24/08/2010,ASM14598v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000145985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/985/GCA_000145985.1_ASM14598v1,missing rRNA genes,assembly from type material,na,haploid,archaea,1875953,1875953,35.5,1,1,1,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),01/02/2014,2039,1930,47,21304693,92,109.78,0.11463,0.07368,0.04761,0.0105,0.06302,0.06773,0.09753,0.06054,0.03955,0.05195,0.00914,0.01733,0.06199,0.01469,0.05915,0.02366,0.03609,0.03969,0.06613,0.04542,0,0,0,0,0,0,0
GCA_003201675.2,PRJNA463410,SAMN09071531,na,representative genome,1293036,79601,Metallosphaera hakonensis JCM 8857 = DSM 7519,strain=HO1-1,na,latest,Complete Genome,Major,Full,10/03/2020,ASM320167v2,North Carolina State University,GCF_003201675.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/675/GCA_003201675.2_ASM320167v2,na,assembly from type material,na,haploid,archaea,2544115,2544115,43.5,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),10/23/19,2599,2379,51,na,67,75.6,0.07568,0.08333,0.03974,0.0107,0.05427,0.06933,0.10515,0.05896,0.04021,0.04792,0.00635,0.0237,0.07301,0.01413,0.06564,0.02589,0.0427,0.04185,0.07212,0.04931,0,0,0,0,0,0,0
GCA_005222525.1,PRJNA463410,SAMN09071532,na,representative genome,47304,47304,Metallosphaera prunae,strain=Ron 12/II,na,latest,Complete Genome,Major,Full,07/05/2019,ASM522252v1,North Carolina State University,GCF_005222525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/222/525/GCA_005222525.1_ASM522252v1,na,assembly from type material,na,haploid,archaea,2202576,2202576,46,1,1,1,NCBI,NCBI Prokaryotic Genome Annotation Pipeline,07/23/18,2393,2310,49,na,75,77.18,0.07222,0.08678,0.03936,0.01041,0.0561,0.06949,0.10552,0.06173,0.03824,0.04714,0.00625,0.02372,0.07497,0.01428,0.06079,0.02648,0.04157,0.04367,0.07093,0.05034,0,0,0,0,0,0,0
