assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_009732795.1,PRJNA575098,SAMN12877719,,na,548,548,Klebsiella aerogenes,strain=Y6,,latest,Complete Genome,Major,Full,05/12/2019,ASM973279v1,,GCF_009732795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/795/GCA_009732795.1_ASM973279v1,,,na,,,,,,,,,,,,,,,,36,33.4
GCA_011604725.1,PRJNA604100,SAMN14372988,,na,548,548,Klebsiella aerogenes,strain=035,,latest,Complete Genome,Major,Full,22/03/2020,ASM1160472v1,,GCF_011604725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/604/725/GCA_011604725.1_ASM1160472v1,,,na,,,,,,,,,,,,,,,,36,34.7
GCA_020886955.1,PRJDB11945,SAMD00389787,,na,548,548,Klebsiella aerogenes,strain=SL269,,latest,Complete Genome,Major,Full,01/10/2021,ASM2088695v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/886/955/GCA_020886955.1_ASM2088695v1,unverified source organism,,na,,,,,,,,,,,,,,,,36,32.26
GCA_900636095.1,PRJEB6403,SAMEA3400781,,na,548,548,Klebsiella aerogenes,strain=NCTC9652,,latest,Complete Genome,Major,Full,20/12/2018,38828_B01,,GCF_900636095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/095/GCA_900636095.1_38828_B01,many frameshifted proteins,,na,,,,,,,,,,,,,,,,36,34.88
GCA_900637945.1,PRJEB6403,SAMEA80457418,,na,548,548,Klebsiella aerogenes,strain=NCTC9735,,latest,Complete Genome,Major,Full,20/12/2018,53421_E01,,GCF_900637945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/945/GCA_900637945.1_53421_E01,,,na,,,,,,,,,,,,,,,,36,33.42
GCA_000334515.1,PRJNA61107,SAMEA3138432,,na,935296,548,Klebsiella aerogenes EA1509E,strain=EA1509E,,latest,Complete Genome,Major,Full,25/01/2013,ASM33451v1,,GCF_000334515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/334/515/GCA_000334515.1_ASM33451v1,,,na,,,,,,,,,,,,,,,,36,32.25
GCA_000215745.1,PRJNA66537,SAMN02603581,,na,1028307,548,Klebsiella aerogenes KCTC 2190,strain=KCTC 2190,,latest,Complete Genome,Major,Full,03/06/2011,ASM21574v1,,GCF_000215745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/745/GCA_000215745.1_ASM21574v1,,assembly from type material,na,,,,,,,,,,,,,,,,36,32.85
GCA_014169315.1,PRJDB6962,SAMD00194528,,na,550,550,Enterobacter cloacae,strain=WP5-S18-ESBL-01,,latest,Complete Genome,Major,Full,21/07/2020,ASM1416931v1,,GCF_014169315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/169/315/GCA_014169315.1_ASM1416931v1,,,na,,,,,,,,,,,,,,,,30,32.3
GCA_017347405.1,PRJDB11244,SAMD00282210,,na,550,550,Enterobacter cloacae,strain=En37,,latest,Complete Genome,Major,Full,26/02/2021,ASM1734740v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/347/405/GCA_017347405.1_ASM1734740v1,,,na,,,,,,,,,,,,,,,,30,32.82
GCA_019047105.1,PRJNA231221,SAMN16357573,,na,550,550,Enterobacter cloacae,strain=FDAARGOS 1431,,latest,Complete Genome,Major,Full,28/06/2021,ASM1904710v1,,GCF_019047105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/047/105/GCA_019047105.1_ASM1904710v1,,assembly from type material,na,,,,,,,,,,,,,,,,30,32.13
GCA_905232625.2,PRJEB42440,SAMEA7962752,,na,550,550,Enterobacter cloacae,,1379,latest,Complete Genome,Major,Full,22/05/2022,AI2672v1_cp,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/232/625/GCA_905232625.2_AI2672v1_cp,,,na,,,,,,,,,,,,,,,,30,32.24
GCA_905233075.2,PRJEB42440,SAMEA7962818,,na,550,550,Enterobacter cloacae,,24,latest,Complete Genome,Major,Full,22/05/2022,AI2802v1_cp,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/233/075/GCA_905233075.2_AI2802v1_cp,,,na,,,,,,,,,,,,,,,,30,33.42
GCA_905331205.2,PRJEB42440,SAMEA8065814,,na,550,550,Enterobacter cloacae,,1381,latest,Complete Genome,Major,Full,24/05/2022,AI2983v1_cpp,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/331/205/GCA_905331205.2_AI2983v1_cpp,,,na,,,,,,,,,,,,,,,,30,33.23
GCA_001543145.1,PRJNA308559,SAMN04419112,,na,119206,119206,Aerococcus sanguinicola,strain=CCUG43001,,latest,Complete Genome,Major,Full,01/02/2016,ASM154314v1,,GCF_001543145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/543/145/GCA_001543145.1_ASM154314v1,,assembly from type material,na,,,,,,,,,,,,,,,,35,35.02
GCA_001543285.1,PRJNA308559,SAMN04419116,,representative genome,1377,1377,Aerococcus viridans,strain=CCUG4311,,latest,Complete Genome,Major,Full,01/02/2016,ASM154328v1,,GCF_001543285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/543/285/GCA_001543285.1_ASM154328v1,,assembly from type material,na,,,,,,,,,,,,,,,,35,34.88
GCA_009732965.1,PRJNA231221,SAMN11056387,,na,1377,1377,Aerococcus viridans,strain=FDAARGOS_672,,latest,Complete Genome,Major,Full,05/12/2019,ASM973296v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/965/GCA_009732965.1_ASM973296v1,unverified source organism,,na,,,,,,,,,,,,,,,,35,34.74
GCA_001509405.1,PRJNA284384,SAMN03701813,,representative genome,2041,2041,Aeromicrobium erythreum,strain=AR18,,latest,Complete Genome,Major,Full,08/01/2016,ASM150940v1,,GCF_001509405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/405/GCA_001509405.1_ASM150940v1,,assembly from type material,na,,,,,,,,,,,,,,,,33,46.7
GCA_026651345.1,PRJNA473419,SAMN30100940,,na,196024,196024,Aeromonas dhakensis,strain=BC03,,latest,Complete Genome,Major,Full,05/12/2022,ASM2665134v1,,GCF_026651345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/651/345/GCA_026651345.1_ASM2665134v1,,,na,,,,,,,,,,,,,,,,30,38.83
GCA_028736295.1,PRJNA933921,SAMN33261634,,na,196024,196024,Aeromonas dhakensis,strain=PSKL.DM,,latest,Complete Genome,Major,Full,19/02/2023,ASM2873629v1,,GCF_028736295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/736/295/GCA_028736295.1_ASM2873629v1,,,na,,,,,,,,,,,,,,,,30,39.04
GCA_003294925.2,PRJNA428427,SAMN08290451,,na,648,648,Aeromonas caviae,strain=R25-2,,latest,Complete Genome,Major,Full,16/07/2020,ASM329492v2,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/294/925/GCA_003294925.2_ASM329492v2,many frameshifted proteins,,na,,,,,,,,,,,,,,,,32,37.39
GCA_013487985.1,PRJNA601850,SAMN13875147,,na,648,648,Aeromonas caviae,strain=1507-17068,,latest,Complete Genome,Major,Full,23/07/2020,ASM1348798v1,,GCF_013487985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/487/985/GCA_013487985.1_ASM1348798v1,,,na,,,,,,,,,,,,,,,,32,39.85
GCA_014158455.1,PRJDB6962,SAMD00194421,,na,648,648,Aeromonas caviae,strain=WP3-S18-ESBL-02,,latest,Complete Genome,Major,Full,21/07/2020,ASM1415845v1,,GCF_014158455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/158/455/GCA_014158455.1_ASM1415845v1,,,na,,,,,,,,,,,,,,,,32,38.95
GCA_016598815.1,PRJNA512885,SAMN17150322,,na,648,648,Aeromonas caviae,strain=Aero52,,latest,Complete Genome,Major,Full,10/01/2021,ASM1659881v1,,GCF_016598815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/598/815/GCA_016598815.1_ASM1659881v1,,,na,,,,,,,,,,,,,,,,32,39.98
GCA_900476005.1,PRJEB6403,SAMEA4475690,,na,648,648,Aeromonas caviae,strain=NCTC12244,,latest,Complete Genome,Major,Full,17/06/2018,51438_H01,,GCF_900476005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/005/GCA_900476005.1_51438_H01,,assembly from type material,na,,,,,,,,,,,,,,,,32,38.7
GCA_001634345.1,PRJNA319612,SAMN04901561,,na,654,654,Aeromonas veronii,strain=CB51,,latest,Complete Genome,Major,Full,29/04/2016,ASM163434v1,,GCF_001634345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/345/GCA_001634345.1_ASM163434v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,32,36.37
GCA_002803925.1,PRJNA419084,SAMN08042683,,na,654,654,Aeromonas veronii,strain=X11,,latest,Complete Genome,Major,Full,04/12/2017,ASM280392v1,,GCF_002803925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/803/925/GCA_002803925.1_ASM280392v1,,,na,,,,,,,,,,,,,,,,32,38.19
GCA_009755745.1,PRJNA545011,SAMN11868773,,na,654,654,Aeromonas veronii,strain=HX3,,latest,Complete Genome,Major,Full,16/12/2019,ASM975574v1,,GCF_009755745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/755/745/GCA_009755745.1_ASM975574v1,,,na,,,,,,,,,,,,,,,,32,37.58
GCA_014169795.1,PRJDB6962,SAMD00194633,,na,654,654,Aeromonas veronii,strain=WP8-S18-ESBL-11,,latest,Complete Genome,Major,Full,21/07/2020,ASM1416979v1,,GCF_014169795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/169/795/GCA_014169795.1_ASM1416979v1,,,na,,,,,,,,,,,,,,,,32,37.01
GCA_020640955.1,PRJNA759416,SAMN21168054,,na,654,654,Aeromonas veronii,strain=71506,,latest,Complete Genome,Major,Full,27/10/2021,ASM2064095v1,,GCF_020640955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/640/955/GCA_020640955.1_ASM2064095v1,,,na,,,,,,,,,,,,,,,,32,38.21
GCA_026016025.1,PRJNA895573,SAMN31516430,,na,654,654,Aeromonas veronii,strain=C4,,latest,Complete Genome,Major,Full,07/11/2022,ASM2601602v1,,GCF_026016025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/016/025/GCA_026016025.1_ASM2601602v1,,,na,,,,,,,,,,,,,,,,32,36.13
GCA_000204115.1,PRJNA63671,SAMN02603940,,na,998088,654,Aeromonas veronii B565,strain=B565,,latest,Complete Genome,Major,Full,13/04/2011,ASM20411v1,,GCF_000204115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/115/GCA_000204115.1_ASM20411v1,,,na,,,,,,,,,,,,,,,,32,37.52
GCA_001683535.1,PRJNA323754,SAMN05188441,,na,644,644,Aeromonas hydrophila,strain=GYK1,,latest,Complete Genome,Major,Full,11/07/2016,ASM168353v1,,GCF_001683535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/535/GCA_001683535.1_ASM168353v1,,,na,,,,,,,,,,,,,,,,34,38.3
GCA_004296435.1,PRJDB6962,SAMD00144877,,na,644,644,Aeromonas hydrophila,strain=GSH8-2,,latest,Complete Genome,Major,Full,14/02/2019,ASM429643v1,,GCF_004296435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/296/435/GCA_004296435.1_ASM429643v1,,,na,,,,,,,,,,,,,,,,34,37.57
GCA_020405365.1,PRJNA759416,SAMN21168048,,na,644,644,Aeromonas hydrophila,strain=71339,,latest,Complete Genome,Major,Full,10/10/2021,ASM2040536v1,,GCF_020405365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/405/365/GCA_020405365.1_ASM2040536v1,,,na,,,,,,,,,,,,,,,,34,38.11
GCA_022631195.1,PRJNA812366,SAMN26377313,,na,644,644,Aeromonas hydrophila,strain=AC133,,latest,Complete Genome,Major,Full,20/03/2022,ASM2263119v1,,GCF_022631195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/631/195/GCA_022631195.1_ASM2263119v1,,,na,,,,,,,,,,,,,,,,34,37.31
GCA_026651505.1,PRJNA473419,SAMN30118295,,na,644,644,Aeromonas hydrophila,strain=BC16,,latest,Complete Genome,Major,Full,05/12/2022,ASM2665150v1,,GCF_026651505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/651/505/GCA_026651505.1_ASM2665150v1,,,na,,,,,,,,,,,,,,,,34,38.08
GCA_019930825.1,PRJNA231221,SAMN20888876,,na,29489,29489,Aeromonas enteropelogenes,strain=FDAARGOS_1459,,latest,Complete Genome,Major,Full,12/09/2021,ASM1993082v1,,GCF_019930825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/930/825/GCA_019930825.1_ASM1993082v1,,,na,,,,,,,,,,,,,,,,32,40.33
GCA_014217505.1,PRJNA528964,SAMN12097416,,na,650,650,Aeromonas jandaei,strain=3299,,latest,Complete Genome,Major,Full,17/08/2020,ASM1421750v1,,GCF_014217505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/217/505/GCA_014217505.1_ASM1421750v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,34,39.52
GCA_026651485.1,PRJNA473419,SAMN30118332,,na,650,650,Aeromonas jandaei,strain=BC17,,latest,Complete Genome,Major,Full,05/12/2022,ASM2665148v1,,GCF_026651485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/651/485/GCA_026651485.1_ASM2665148v1,,,na,,,,,,,,,,,,,,,,34,38.86
GCA_009931135.1,PRJNA601918,SAMN13876930,,na,651,651,Aeromonas media,strain=MC64,,latest,Complete Genome,Major,Full,27/01/2020,ASM993113v1,,GCF_009931135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/135/GCA_009931135.1_ASM993113v1,,,na,,,,,,,,,,,,,,,,29,40.34
GCA_013085725.1,PRJNA529511,SAMN11269566,,na,651,651,Aeromonas media,strain=R1-18,,latest,Complete Genome,Major,Full,14/05/2020,ASM1308572v1,,GCF_013085725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/725/GCA_013085725.1_ASM1308572v1,,,na,,,,,,,,,,,,,,,,29,38.78
GCA_020423125.1,PRJNA730636,SAMN19237318,,representative genome,651,651,Aeromonas media,strain=TR3_1,,latest,Complete Genome,Major,Full,12/10/2021,ASM2042312v1,,GCF_020423125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/423/125/GCA_020423125.1_ASM2042312v1,,,na,,,,,,,,,,,,,,,,29,39.37
GCA_002180335.1,PRJNA383853,SAMN06812489,,na,645,645,Aeromonas salmonicida,strain=O23A,,latest,Complete Genome,Major,Full,08/06/2017,ASM218033v1,,GCF_002180335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/335/GCA_002180335.1_ASM218033v1,,,na,,,,,,,,,,,,,,,,27,36.92
GCA_002214245.1,PRJNA391818,SAMN07276469,,na,645,645,Aeromonas salmonicida,strain=S121,,latest,Complete Genome,Major,Full,03/07/2017,ASM221424v1,,GCF_002214245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/245/GCA_002214245.1_ASM221424v1,,,na,,,,,,,,,,,,,,,,27,37.96
GCA_002214265.1,PRJNA391844,SAMN07276873,,na,645,645,Aeromonas salmonicida,strain=S68,,latest,Complete Genome,Major,Full,03/07/2017,ASM221426v1,,GCF_002214265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/265/GCA_002214265.1_ASM221426v1,,,na,,,,,,,,,,,,,,,,27,38.26
GCA_002214305.1,PRJNA391845,SAMN07276874,,na,645,645,Aeromonas salmonicida,strain=S44,,latest,Complete Genome,Major,Full,03/07/2017,ASM221430v1,,GCF_002214305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/305/GCA_002214305.1_ASM221430v1,,,na,,,,,,,,,,,,,,,,27,37.85
GCA_002764135.1,PRJNA264317,SAMN07410266,,na,645,645,Aeromonas salmonicida,strain=A527,,latest,Complete Genome,Major,Full,13/11/2017,ASM276413v1,,GCF_002764135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/764/135/GCA_002764135.1_ASM276413v1,,,na,,,,,,,,,,,,,,,,27,37.82
GCA_024508255.1,PRJNA862982,SAMN30005339,,na,645,645,Aeromonas salmonicida,strain=FN1,,latest,Complete Genome,Major,Full,03/08/2022,ASM2450825v1,,GCF_024508255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/508/255/GCA_024508255.1_ASM2450825v1,,,na,,,,,,,,,,,,,,,,27,37.46
GCA_028355995.1,PRJNA896320,SAMN31541906,,na,645,645,Aeromonas salmonicida,strain=YK,,latest,Complete Genome,Major,Full,31/01/2023,ASM2835599v1,,GCF_028355995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/355/995/GCA_028355995.1_ASM2835599v1,,,na,,,,,,,,,,,,,,,,27,38.35
GCA_028356375.1,PRJNA896320,SAMN31541903,,na,645,645,Aeromonas salmonicida,strain=AS1,,latest,Complete Genome,Major,Full,31/01/2023,ASM2835637v1,,GCF_028356375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/356/375/GCA_028356375.1_ASM2835637v1,,,na,,,,,,,,,,,,,,,,27,38.46
GCA_028358575.1,PRJNA896320,SAMN31541904,,na,645,645,Aeromonas salmonicida,strain=AS2,,latest,Complete Genome,Major,Full,31/01/2023,ASM2835857v1,,GCF_028358575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/358/575/GCA_028358575.1_ASM2835857v1,,,na,,,,,,,,,,,,,,,,27,38.53
GCA_001643275.2,PRJNA310296,SAMN04449844,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J223,,latest,Complete Genome,Major,Full,05/02/2020,ASM164327v2,,GCF_001643275.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/275/GCA_001643275.2_ASM164327v2,,,na,,,,,,,,,,,,,,,,27,38.17
GCA_001643355.2,PRJNA310296,SAMN04450000,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J227,,latest,Complete Genome,Major,Full,15/12/2022,ASM164335v2,,GCF_001643355.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/355/GCA_001643355.2_ASM164335v2,,,na,,,,,,,,,,,,,,,,27,37.8
GCA_009858115.1,PRJNA594426,SAMN13518349,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J409,,latest,Complete Genome,Major,Full,13/01/2020,ASM985811v1,,GCF_009858115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/858/115/GCA_009858115.1_ASM985811v1,,,na,,,,,,,,,,,,,,,,27,39.02
GCA_009858135.1,PRJNA594426,SAMN13518350,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J410,,latest,Complete Genome,Major,Full,13/01/2020,ASM985813v1,,GCF_009858135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/858/135/GCA_009858135.1_ASM985813v1,,,na,,,,,,,,,,,,,,,,27,38.98
GCA_012933685.1,PRJNA594426,SAMN13518351,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J411,,latest,Complete Genome,Major,Full,30/04/2020,ASM1293368v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/933/685/GCA_012933685.1_ASM1293368v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,27,38.7
GCA_020683025.1,PRJNA773379,SAMN22480857,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=890054,,latest,Complete Genome,Major,Full,31/10/2021,ASM2068302v1,,GCF_020683025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/683/025/GCA_020683025.1_ASM2068302v1,,,na,,,,,,,,,,,,,,,,27,36.83
GCA_027947655.1,PRJNA310296,SAMN32781197,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J225,,latest,Complete Genome,Major,Full,25/01/2023,ASM2794765v1,,GCF_027947655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/947/655/GCA_027947655.1_ASM2794765v1,,,na,,,,,,,,,,,,,,,,27,37.65
GCA_027947675.1,PRJNA310296,SAMN32781198,,na,29491,645,Aeromonas salmonicida subsp. salmonicida,strain=J228,,latest,Complete Genome,Major,Full,25/01/2023,ASM2794767v1,,GCF_027947675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/947/675/GCA_027947675.1_ASM2794767v1,,,na,,,,,,,,,,,,,,,,27,37.81
GCA_014872735.1,PRJNA609824,SAMN14260301,,na,197700,645,Aeromonas salmonicida subsp. masoucida,strain=BR19001YR,,latest,Complete Genome,Major,Full,08/10/2020,ASM1487273v1,,GCF_014872735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/872/735/GCA_014872735.1_ASM1487273v1,,,na,,,,,,,,,,,,,,,,27,37.7
GCA_019443805.1,PRJNA610908,SAMN14325646,,na,197700,645,Aeromonas salmonicida subsp. masoucida,strain=RZ6S-1,,latest,Complete Genome,Major,Full,03/08/2021,ASM1944380v1,,GCF_019443805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/443/805/GCA_019443805.1_ASM1944380v1,,,na,,,,,,,,,,,,,,,,27,37.92
GCA_003692675.1,PRJNA264317,SAMN02469939,,na,1076135,645,Aeromonas salmonicida subsp. salmonicida 01-B526,strain=01-B526,,latest,Complete Genome,Major,Full,29/10/2018,ASM369267v1,,GCF_003692675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/692/675/GCA_003692675.1_ASM369267v1,,,na,,,,,,,,,,,,,,,,27,37.97
GCA_004919485.1,PRJNA527158,SAMN11129962,,na,652,652,Aeromonas schubertii,strain=LF1708,,latest,Complete Genome,Major,Full,28/04/2019,ASM491948v1,,GCF_004919485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/919/485/GCA_004919485.1_ASM491948v1,,,na,,,,,,,,,,,,,,,,29,47.81
GCA_000019485.1,PRJNA28247,SAMN01081740,,na,32049,32049,Synechococcus sp. PCC 7002,strain=PCC 7002; ATCC 27264,,latest,Complete Genome,Major,Full,14/03/2008,ASM1948v1,,GCF_000019485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/485/GCA_000019485.1_ASM1948v1,,,na,,,,,,,,,,,,,,,,22,37.69
GCA_017584165.1,PRJNA607555,SAMN14165629,,na,28099,28099,Agrobacterium rubi,strain=W2/73,,latest,Complete Genome,Major,Full,25/03/2021,ASM1758416v1,,GCF_017584165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/584/165/GCA_017584165.1_ASM1758416v1,,,na,,,,,,,,,,,,,,,,27,26.75
GCA_013337045.2,PRJNA607555,SAMN14165442,,na,373,373,Agrobacterium vitis,strain=T60/94,,latest,Complete Genome,Major,Full,16/03/2023,ASM1333704v2,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/337/045/GCA_013337045.2_ASM1333704v2,contaminated,,na,,,,,,,,,,,,,,,,27,24.46
GCA_019797885.1,PRJNA755483,SAMN20826601,,na,373,373,Agrobacterium vitis,strain=F2/5,,latest,Complete Genome,Major,Full,30/08/2021,ASM1979788v1,,GCF_019797885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/797/885/GCA_019797885.1_ASM1979788v1,contaminated,,na,,,,,,,,,,,,,,,,27,25.96
GCA_021559735.1,PRJNA342083,SAMN05735334,,na,373,373,Agrobacterium vitis,strain=CG412,,latest,Complete Genome,Major,Full,24/01/2022,ASM2155973v1,,GCF_021559735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/559/735/GCA_021559735.1_ASM2155973v1,,,na,,,,,,,,,,,,,,,,27,25.79
GCA_021559775.1,PRJNA342082,SAMN05735333,,na,373,373,Agrobacterium vitis,strain=CG78,,latest,Complete Genome,Major,Full,24/01/2022,ASM2155977v1,,GCF_021559775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/559/775/GCA_021559775.1_ASM2155977v1,contaminated,,na,,,,,,,,,,,,,,,,27,25.52
GCA_021559795.1,PRJNA342081,SAMN05735331,,na,373,373,Agrobacterium vitis,strain=F2/5,,latest,Complete Genome,Major,Full,24/01/2022,ASM2155979v1,,GCF_021559795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/559/795/GCA_021559795.1_ASM2155979v1,contaminated,,na,,,,,,,,,,,,,,,,27,26.07
GCA_010231335.1,PRJNA473886,SAMN09287785,,na,239935,239935,Akkermansia muciniphila,strain=EB-AMDK-39,,latest,Complete Genome,Major,Full,06/02/2020,ASM1023133v1,,GCF_010231335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/231/335/GCA_010231335.1_ASM1023133v1,,,na,,,,,,,,,,,,,,,,37,26.07
GCA_016127575.1,PRJNA231221,SAMN16357199,,na,106590,106590,Cupriavidus necator,strain=FDAARGOS_1030,,latest,Complete Genome,Major,Full,20/12/2020,ASM1612757v1,,GCF_016127575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/575/GCA_016127575.1_ASM1612757v1,,,na,,,,,,,,,,,,,,,,30,27.86
GCA_000219215.1,PRJNA67893,SAMN02603269,,na,1042878,106590,Cupriavidus necator N-1,strain=N-1,,latest,Complete Genome,Major,Full,24/06/2011,ASM21921v1,,GCF_000219215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/215/GCA_000219215.1_ASM21921v1,,assembly from type material,na,,,,,,,,,,,,,,,,30,26.92
GCA_004319585.1,PRJNA523123,SAMN10964208,,na,511,511,Alcaligenes faecalis,strain=AN70,,latest,Complete Genome,Major,Full,28/02/2019,ASM431958v1,,GCF_004319585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/319/585/GCA_004319585.1_ASM431958v1,,,na,,,,,,,,,,,,,,,,31,34.53
GCA_023101245.1,PRJNA826656,SAMN27573543,,na,511,511,Alcaligenes faecalis,strain=D334,,latest,Complete Genome,Major,Full,25/04/2022,ASM2310124v1,,GCF_023101245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/101/245/GCA_023101245.1_ASM2310124v1,,,na,,,,,,,,,,,,,,,,31,32.58
